0.8289 2.5  1.2341 -9999
0.8533 2.5  1.2312 -9999
0.8776 2.5  1.2375 -9999
0.9021 2.5  1.2414 -9999
0.9265 2.5  1.2297 -9999
0.9510 2.5  1.2385 -9999
0.9755 2.5  1.2417 -9999
1.0001 2.5  1.2343 -9999
1.0247 2.5  1.2283 -9999
1.0493 2.5  1.2274 -9999
1.0740 2.5  1.2279 -9999
1.0987 2.5  1.2410 -9999
1.1234 2.5  1.2559 -9999
1.1482 2.5  1.2744 -9999
1.1730 2.5  1.3009 -9999
1.1978 2.5  1.3048 -9999
1.2227 2.5  1.3174 -9999
1.2476 2.5  1.3252 -9999
1.2726 2.5  1.3200 -9999
1.2976 2.5  1.3364 -9999
1.3226 2.5  1.3400 -9999
1.3476 2.5  1.3455 -9999
1.3727 2.5  1.3491 -9999
1.3978 2.5  1.3630 -9999
1.4230 2.5  1.3957 -9999
1.4482 2.5  1.4287 -9999
1.4734 2.5  1.4508 -9999
1.4910 5.0  1.4809 -9999
1.4987 2.5  1.4679 -9999
1.5240 2.5  1.4747 -9999
1.5490 2.5  1.5136 -9999
1.5520 5.0  1.4932 -9999
1.5747 2.5  1.5100 -9999
1.6001 2.5  1.5241 -9999
1.6150 5.0  1.5096 -9999
1.6750 5.0  1.5158 -9999
1.7350 5.0  1.5144 -9999
1.7950 5.0  1.5056 -9999
1.8530 5.0  1.4922 -9999
1.9130 5.0  1.5036 -9999
1.9700 5.0  1.5173 -9999
2.0280 5.0  1.5228 -9999
2.0840 5.0  1.5404 -9999
2.1400 5.0  1.5514 -9999
2.1960 5.0  1.5520 -9999
2.2520 5.0  1.5544 -9999
2.3060 5.0  1.5595 -9999
2.3610 5.0  1.5633 -9999
2.4140 5.0  1.5651 -9999
2.4660 5.0  1.5893 -9999
2.5190 5.0  1.5702 -9999
2.5700 5.0  1.5056 -9999
