0.8289 2.5  1.1535    66
0.8533 2.5  1.1354    64
0.8776 2.5  1.1212    64
0.9021 2.5  1.1098    57
0.9265 2.5  1.0997    56
0.9510 2.5  1.1016    39
0.9755 2.5  1.1107    46
1.0001 2.5  1.1222    51
1.0247 2.5  1.1336    50
1.0493 2.5  1.1407    46
1.0740 2.5  1.1512    52
1.0987 2.5  1.1638    46
1.1234 2.5  1.1851    38
1.1482 2.5  1.2123    43
1.1730 2.5  1.2303    55
1.1978 2.5  1.2437    55
1.2227 2.5  1.2554    51
1.2476 2.5  1.2669    53
1.2726 2.5  1.2800    36
1.2976 2.5  1.2909    25
1.3226 2.5  1.3006    34
1.3476 2.5  1.3090    41
1.3727 2.5  1.3137    98
1.3978 2.5  1.3228   137
1.4230 2.5  1.3400   111
1.4482 2.5  1.3542    61
1.4734 2.5  1.3659    22
1.4910 5.0  1.3821    13
1.4987 2.5  1.3777    26
1.5240 2.5  1.3840    11
1.5490 2.5  1.3879    11
1.5520 5.0  1.3838    11
1.5747 2.5  1.3844     8
1.6001 2.5  1.3811    14
1.6150 5.0  1.3831     7
1.6750 5.0  1.3747    48
1.7350 5.0  1.3641    18
1.7950 5.0  1.3531    38
1.8530 5.0  1.3542   119
1.9130 5.0  1.3493   121
1.9700 5.0  1.3507    48
2.0280 5.0  1.3604    52
2.0840 5.0  1.3714    39
2.1400 5.0  1.3795    33
2.1960 5.0  1.3887    41
2.2520 5.0  1.4028    46
2.3060 5.0  1.4098    54
2.3610 5.0  1.4169    67
2.4140 5.0  1.4255    79
2.4660 5.0  1.4314   120
2.5190 5.0  1.4351   163
2.5700 5.0  1.4506   237
