0.8289 2.5  1.1696   339
0.8533 2.5  1.1731   592
0.8776 2.5  1.2061   252
0.9021 2.5  1.1366   181
0.9265 2.5  1.1444   226
0.9510 2.5  1.1839   199
0.9755 2.5  1.2378   108
1.0001 2.5  1.2046   129
1.0247 2.5  1.2767   256
1.0493 2.5  1.2745   174
1.0740 2.5  1.2629   135
1.0987 2.5  1.3312   261
1.1234 2.5  1.3364   303
1.1482 2.5  1.3419   256
1.1730 2.5  1.4138   230
1.1978 2.5  1.3787   194
1.2227 2.5  1.4130   390
1.2476 2.5  1.4032   210
1.2726 2.5  1.4697   514
1.2976 2.5  1.3883   288
1.3226 2.5  1.4368   397
1.3476 2.5  1.4865   202
1.3727 2.5  1.4928   260
1.3978 2.5  1.4739   358
1.4230 2.5  1.4356   205
1.4482 2.5  1.5311   515
1.4734 2.5  1.4980   179
1.4910 5.0  1.5137   135
1.4987 2.5  1.4583   249
1.5240 2.5  1.5490   181
1.5490 2.5  1.5311   192
1.5520 5.0  1.5288    40
1.5747 2.5  1.5275   197
1.6001 2.5  1.5338    89
1.6150 5.0  1.5176    43
1.6750 5.0  1.5250   141
1.7350 5.0  1.4836   107
1.7950 5.0  1.4541   173
1.8530 5.0  1.4143    33
1.9130 5.0  1.4372   175
1.9700 5.0  1.4833    95
2.0280 5.0  1.5409   222
2.0840 5.0  1.5197    64
2.1400 5.0  1.5475   240
2.1960 5.0  1.5562   201
2.2520 5.0  1.5846   117
2.3060 5.0  1.5860    67
2.3610 5.0  1.5456   273
2.4140 5.0  1.5769   119
2.4660 5.0  1.5829   596
2.5190 5.0  1.7025  2188
2.5700 5.0  0.8054  3888
