0.8289 2.5  1.0820   156
0.8533 2.5  1.0471   321
0.8776 2.5  1.0907   156
0.9021 2.5  1.0389    80
0.9265 2.5  0.9811   448
0.9510 2.5  1.0249   152
0.9755 2.5  0.9964   176
1.0001 2.5  1.0668   233
1.0247 2.5  1.0108   250
1.0493 2.5  1.0435   195
1.0740 2.5  1.0685   213
1.0987 2.5  1.0669   102
1.1234 2.5  1.0706   202
1.1482 2.5  1.0177   347
1.1730 2.5  1.0307   124
1.1978 2.5  1.0169   330
1.2227 2.5  1.0153   304
1.2476 2.5  0.9917   130
1.2726 2.5 -0.9999   598
1.2976 2.5  1.0349   155
1.3226 2.5  1.0436   173
1.3476 2.5  1.0198   401
1.3727 2.5  0.9783   953
1.3978 2.5  0.9939   374
1.4230 2.5 -0.9999   215
1.4482 2.5  0.9980   329
1.4734 2.5  1.0547   131
1.4910 5.0  1.0782    71
1.4987 2.5  1.0607   281
1.5240 2.5  1.0613   120
1.5490 2.5  1.0708   143
1.5520 5.0  1.0723    92
1.5747 2.5  1.0986   169
1.6001 2.5  1.1335   247
1.6150 5.0  1.1046   148
1.6750 5.0  1.1333   151
1.7350 5.0  1.1223   171
1.7950 5.0  1.1043   123
1.8530 5.0 -0.9999 -9999
1.9130 5.0 -0.9999 -9999
1.9700 5.0  1.1467   130
2.0280 5.0  1.1828   100
2.0840 5.0  1.1630   178
2.1400 5.0  1.1705   220
2.1960 5.0  1.1936   237
2.2520 5.0  1.2242   322
2.3060 5.0  1.2119   339
2.3610 5.0  1.2596   414
2.4140 5.0  1.2267   177
2.4660 5.0  1.2239   187
2.5190 5.0 -0.9999 -9999
2.5700 5.0 -0.9999 -9999
