0.8289 2.5  0.9790   646
0.8533 2.5  1.1586   501
0.8776 2.5  1.0521   342
0.9021 2.5  1.1279   748
0.9265 2.5  0.9695   764
0.9510 2.5  1.0499   868
0.9755 2.5  1.0774   544
1.0001 2.5  1.0286   412
1.0247 2.5  1.0785   278
1.0493 2.5  1.0853   152
1.0740 2.5  1.0774   336
1.0987 2.5  1.0694   362
1.1234 2.5  1.1088   513
1.1482 2.5  1.1234   299
1.1730 2.5  1.1605   618
1.1978 2.5  1.0845   543
1.2227 2.5  1.1205   248
1.2476 2.5  1.1343   268
1.2726 2.5  1.1781   687
1.2976 2.5  1.0969   510
1.3226 2.5  1.0871   912
1.3476 2.5 -0.9999   775
1.3727 2.5 -0.9999   818
1.3978 2.5 -0.9999  1172
1.4230 2.5 -0.9999   674
1.4482 2.5  1.1281   607
1.4734 2.5  1.0995   241
1.4910 5.0  1.0893    29
1.4987 2.5  1.0888   322
1.5240 2.5  1.0445   710
1.5490 2.5  1.1123   482
1.5520 5.0  1.1141   260
1.5747 2.5  1.0476   625
1.6001 2.5  1.1666   180
1.6150 5.0  1.0726   147
1.6750 5.0  1.0568   176
1.7350 5.0  1.0672   143
1.7950 5.0  1.0615   338
1.8530 5.0  1.0199   522
1.9130 5.0  1.0465   230
1.9700 5.0  1.0822   389
2.0280 5.0  1.0370   172
2.0840 5.0  1.1094   618
2.1400 5.0  1.0966   305
2.1960 5.0  1.1188   435
2.2520 5.0  1.1151   527
2.3060 5.0  1.1186   145
2.3610 5.0  1.0107   456
2.4140 5.0  1.0320   526
2.4660 5.0 -0.9999 -9999
2.5190 5.0 -0.9999 -9999
2.5700 5.0 -0.9999 -9999
