0.8289 2.5  0.9772   183
0.8533 2.5  0.9762   597
0.8776 2.5  1.0477   401
0.9021 2.5  0.9578   255
0.9265 2.5  1.0439   341
0.9510 2.5  1.0327   175
0.9755 2.5  1.0760    96
1.0001 2.5  1.0649   403
1.0247 2.5  1.0747   115
1.0493 2.5  1.0710   450
1.0740 2.5  1.0758   366
1.0987 2.5  1.0683   375
1.1234 2.5  1.1200    57
1.1482 2.5  1.0673   112
1.1730 2.5  1.1261   476
1.1978 2.5  1.1430   123
1.2227 2.5  1.0753   342
1.2476 2.5  1.1018   179
1.2726 2.5  1.0854     5
1.2976 2.5  1.1646   384
1.3226 2.5  1.1352   162
1.3476 2.5  1.2262   231
1.3727 2.5  1.1092   526
1.3978 2.5  1.2310  1238
1.4230 2.5  1.2444   858
1.4482 2.5  1.2195   763
1.4734 2.5  1.2127   612
1.4910 5.0  1.1765 -9999
1.4987 2.5  1.2355   490
1.5240 2.5  1.2110    70
1.5490 2.5  1.2108   643
1.5520 5.0  1.2523 -9999
1.5747 2.5  1.2738    27
1.6001 2.5  1.2251   392
1.6150 5.0  1.2641 -9999
1.6750 5.0  1.2491 -9999
1.7350 5.0  1.2423 -9999
1.7950 5.0  1.2482 -9999
1.8530 5.0  1.2715 -9999
1.9130 5.0  1.3274 -9999
1.9700 5.0  1.2856 -9999
2.0280 5.0  1.2882 -9999
2.0840 5.0  1.3236 -9999
2.1400 5.0  1.3294 -9999
2.1960 5.0  1.2406 -9999
2.2520 5.0  1.3135 -9999
2.3060 5.0  1.3344 -9999
2.3610 5.0  1.3140 -9999
2.4140 5.0  1.2953 -9999
2.4660 5.0 -0.9999 -9999
2.5190 5.0 -0.9999 -9999
2.5700 5.0 -0.9999 -9999
