0.8289 2.5  1.2288  1010
0.8533 2.5  1.2733  1395
0.8776 2.5  1.3710  1600
0.9021 2.5  1.3262   488
0.9265 2.5  1.2666   683
0.9510 2.5  1.2097   462
0.9755 2.5  1.0887   460
1.0001 2.5  1.2269   313
1.0247 2.5  1.0948   565
1.0493 2.5  1.1272   249
1.0740 2.5  1.0960   297
1.0987 2.5  1.2007   263
1.1234 2.5  1.1636   408
1.1482 2.5  1.3365   756
1.1730 2.5  1.3286   512
1.1978 2.5  1.4630   940
1.2227 2.5  1.4536   584
1.2476 2.5  1.4238   222
1.2726 2.5  1.5240  1015
1.2976 2.5  1.4607   681
1.3226 2.5  1.5823   818
1.3476 2.5  1.7012   845
1.3727 2.5 -0.9999 -9999
1.3978 2.5  1.8353   795
1.4230 2.5  1.9268  1409
1.4482 2.5  1.9993   667
1.4734 2.5  1.9745   919
1.4910 5.0  2.2742   799
1.4987 2.5  2.2702   716
1.5240 2.5  2.1813   452
1.5490 2.5  2.3312   661
1.5520 5.0  2.3702   101
1.5747 2.5  2.3629   444
1.6001 2.5 -0.9999 -9999
1.6150 5.0  2.3588   134
1.6750 5.0  2.3971   178
1.7350 5.0 -0.9999 -9999
1.7950 5.0 -0.9999 -9999
1.8530 5.0 -0.9999 -9999
1.9130 5.0 -0.9999 -9999
1.9700 5.0 -0.9999 -9999
2.0280 5.0  2.3729   310
2.0840 5.0  2.4543   666
2.1400 5.0  2.4475   374
2.1960 5.0  2.5105   288
2.2520 5.0  2.4667   798
2.3060 5.0  2.6586    87
2.3610 5.0  2.5215   807
2.4140 5.0  2.3574   120
2.4660 5.0 -0.9999 -9999
2.5190 5.0 -0.9999 -9999
2.5700 5.0 -0.9999 -9999
