0.330 0.0300   .07 .31
0.355 0.0300   .69 .22
0.400 0.0245   .65 .07
0.430 0.0260   .68 .04
0.470 0.0252   .79 .06
0.500 0.0258   .77 .04
0.540 0.0265   .97 .04
0.570 0.0270  1.05 .14
0.600 0.0285   .91 .03
0.635 0.0295  1.15 .07
0.670 0.0245  1.17 .08
0.700 0.0255  1.11 .02
0.730 0.0265  1.06 .15
0.765 0.0275  1.23 .07
0.800 0.0285  1.32 .11
0.830 0.0295  1.23 .11
0.870 0.0240  1.09 .12
0.900 0.0250  1.21 .25
0.930 0.0260   .79 .28
0.970 0.0270  1.07 .28
