0.330 0.0300   .75 .07
0.355 0.0300   .74 .07
0.400 0.0245   .92 .03
0.430 0.0260   .93 .03
0.470 0.0252   .92 .03
0.500 0.0258   .97 .03
0.540 0.0265   .99 .03
0.570 0.0270  1.04 .03
0.600 0.0285   .97 .03
0.635 0.0295   .95 .03
0.670 0.0245   .98 .03
0.700 0.0255   .99 .04
0.730 0.0265   .96 .03
0.765 0.0275  1.00 .03
0.800 0.0285  1.00 .03
0.830 0.0295  1.02 .03
0.870 0.0240   .93 .06
0.900 0.0250  1.06 .05
0.930 0.0260  1.11 .08
0.970 0.0270  1.08 .13
1.000 0.0280   .90 .09
1.030 0.0290  1.14 .19
