0.330 0.0300   .49 .11
0.355 0.0300   .60 .08
0.400 0.0245   .80 .03
0.430 0.0260   .88 .03
0.470 0.0252   .87 .03
0.500 0.0258   .97 .03
0.540 0.0265  1.01 .05
0.570 0.0270   .98 .06
0.600 0.0285  1.05 .03
0.635 0.0295  1.11 .04
0.670 0.0245  1.17 .06
0.700 0.0255  1.17 .04
0.730 0.0265  1.15 .03
0.765 0.0275  1.24 .03
0.800 0.0285  1.13 .12
0.830 0.0295  1.03 .06
