0.330 0.0300   .60 .08
0.355 0.0300   .77 .16
0.400 0.0245   .74 .04
0.430 0.0260   .89 .03
0.470 0.0252   .84 .03
0.500 0.0258   .82 .03
0.540 0.0265   .98 .05
0.570 0.0270  1.00 .07
0.600 0.0285  1.03 .04
0.635 0.0295  1.08 .06
0.670 0.0245  1.09 .03
0.700 0.0255  1.18 .08
0.730 0.0265  1.18 .11
0.765 0.0275  1.04 .08
0.800 0.0285  1.31 .03
0.830 0.0295  1.17 .11
