0.330 0.0300   .87 .15
0.340 0.0220   .58 .33
0.355 0.0300  1.12 .13
0.400 0.0245   .90 .12
0.430 0.0260   .77 .03
0.470 0.0252   .86 .03
0.500 0.0258   .79 .12
0.540 0.0265   .96 .04
0.570 0.0270  1.00 .03
0.600 0.0285  1.13 .11
0.635 0.0295  1.04 .07
0.670 0.0245  1.10 .07
0.700 0.0255  1.07 .03
0.730 0.0265  1.13 .03
0.765 0.0275  1.04 .03
0.800 0.0285  1.07 .07
0.870 0.0240   .96 .03
0.900 0.0250  1.05 .03
0.950 0.0510  1.10 .07
1.000 0.0280  1.06 .09
