0.330 0.0300   .60 .10
0.340 0.0220   .67 .12
0.355 0.0300   .83 .09
0.400 0.0245   .91 .03
0.430 0.0260   .86 .03
0.470 0.0252   .92 .04
0.500 0.0258   .91 .04
0.540 0.0265   .97 .04
0.570 0.0270  1.00 .03
0.600 0.0285  1.00 .03
0.635 0.0295  1.01 .03
0.670 0.0245   .92 .04
0.700 0.0255   .91 .04
0.730 0.0265   .97 .04
0.765 0.0275  1.04 .08
0.800 0.0285   .99 .07
0.830 0.0295   .96 .05
0.870 0.0240   .93 .03
0.900 0.0250  1.05 .04
0.930 0.0260  1.08 .07
0.970 0.0270  1.01 .07
1.000 0.0280  1.01 .07
1.030 0.0290   .85 .08
