0.330 0.0300   .88 .04
0.355 0.0300   .98 .06
0.400 0.0245   .95 .03
0.430 0.0260   .92 .03
0.470 0.0252   .94 .03
0.500 0.0258   .95 .03
0.540 0.0265   .98 .03
0.570 0.0270  1.00 .03
0.600 0.0285   .98 .03
0.635 0.0295   .97 .03
0.670 0.0245   .97 .03
0.700 0.0255  1.04 .08
0.730 0.0265  1.01 .03
0.765 0.0275  1.09 .03
0.800 0.0285  1.09 .03
0.830 0.0295  1.08 .04
