0.355 0.0300   .76 .04
0.400 0.0245   .90 .03
0.430 0.0260   .91 .03
0.470 0.0252   .94 .03
0.500 0.0258   .98 .03
0.540 0.0265  1.00 .03
0.570 0.0270   .98 .03
0.600 0.0285  1.05 .03
0.635 0.0295  1.00 .03
0.670 0.0245  1.03 .04
0.700 0.0255  1.03 .03
0.730 0.0265  1.08 .03
0.765 0.0275  1.07 .03
0.800 0.0285  1.09 .04
0.830 0.0295  1.11 .04
0.870 0.0240   .96 .03
0.900 0.0250  1.15 .03
0.930 0.0260  1.10 .07
0.970 0.0270  1.13 .12
