0.330 0.0300   .79 .06
0.355 0.0300   .61 .12
0.400 0.0245   .82 .06
0.430 0.0260  1.15 .06
0.470 0.0252  1.04 .07
0.500 0.0258   .99 .06
0.540 0.0265   .98 .06
0.570 0.0270   .98 .23
0.600 0.0285  1.08 .07
0.635 0.0295   .97 .06
0.670 0.0245  1.05 .06
0.700 0.0255   .98 .06
0.730 0.0265   .99 .09
0.765 0.0275  1.02 .06
0.800 0.0285   .95 .06
0.830 0.0295   .96 .13
0.870 0.0240  1.00 .06
0.900 0.0250  1.05 .57
0.930 0.0260  1.04 .11
