 0.7900	 0.9059	 0.0068
 0.7950	 0.9157	 0.0063
 0.8000	 0.9092	 0.0059
 0.8050	 0.9027	 0.0056
 0.8100	 0.8828	 0.0050
 0.8150	 0.8797	 0.0047
 0.8200	 0.8898	 0.0042
 0.8250	 0.9004	 0.0042
 0.8300	 0.9019	 0.0045
 0.8350	 0.8884	 0.0040
 0.8400	 0.8887	 0.0042
 0.8450	 0.8795	 0.0041
 0.8500	 0.8845	 0.0042
 0.8550	 0.8763	 0.0042
 0.8600	 0.8685	 0.0043
 0.8650	 0.8664	 0.0042
 0.8700	 0.8650	 0.0041
 0.8750	 0.8609	 0.0040
 0.8800	 0.8551	 0.0038
 0.8850	 0.8548	 0.0037
 0.8900	 0.8545	 0.0036
 0.8950	 0.8518	 0.0035
 0.9000	 0.8539	 0.0034
 0.9050	 0.8537	 0.0033
 0.9100	 0.8475	 0.0034
 0.9150	 0.8427	 0.0033
 0.9200	 0.8446	 0.0033
 0.9250	 0.8414	 0.0033
 0.9300	 0.8410	 0.0034
 0.9350	 0.8518	 0.0036
 0.9400	 0.8496	 0.0035
 0.9450	 0.8520	 0.0034
 0.9500	 0.8533	 0.0034
 0.9550	 0.8534	 0.0032
 0.9600	 0.8605	 0.0033
 0.9650	 0.8648	 0.0031
 0.9700	 0.8689	 0.0030
 0.9750	 0.8683	 0.0029
 0.9800	 0.8704	 0.0029
 0.9850	 0.8764	 0.0029
 0.9900	 0.8860	 0.0028
 0.9950	 0.8820	 0.0028
 1.0000	 0.8880	 0.0028
 1.0050	 0.8962	 0.0029
 1.0100	 0.9001	 0.0028
 1.0150	 0.9032	 0.0029
 1.0200	 0.9021	 0.0030
 1.0250	 0.9084	 0.0028
 1.0300	 0.9128	 0.0029
 1.0350	 0.9164	 0.0029
 1.0400	 0.9224	 0.0028
 1.0450	 0.9199	 0.0028
 1.0500	 0.9259	 0.0029
 1.0550	 0.9363	 0.0029
 1.0600	 0.9332	 0.0028
 1.0650	 0.9332	 0.0028
 1.0700	 0.9388	 0.0029
 1.0750	 0.9380	 0.0029
 1.0800	 0.9435	 0.0028
 1.0850	 0.9491	 0.0028
 1.0900	 0.9507	 0.0030
 1.0950	 0.9532	 0.0030
 1.1000	 0.9576	 0.0030
 1.1050	 0.9618	 0.0030
 1.1100	 0.9615	 0.0030
 1.1150	 0.9643	 0.0033
 1.1200	 0.9691	 0.0034
 1.1250	 0.9660	 0.0036
 1.1300	 0.9726	 0.0036
 1.1350	 0.9737	 0.0036
 1.1400	 0.9717	 0.0036
 1.1450	 0.9735	 0.0035
 1.1500	 0.9758	 0.0034
 1.1550	 0.9792	 0.0034
 1.1600	 0.9913	 0.0036
 1.1650	 0.9938	 0.0033
 1.1700	 0.9951	 0.0034
 1.1750	 0.9918	 0.0031
 1.1800	 0.9992	 0.0032
 1.1850	 1.0005	 0.0032
 1.1900	 0.9947	 0.0033
 1.1950	 0.9944	 0.0033
 1.2000	 0.9931	 0.0035
 1.2050	 1.0004	 0.0033
 1.2100	 1.0056	 0.0033
 1.2150	 1.0033	 0.0032
 1.2200	 1.0033	 0.0031
 1.2250	 1.0123	 0.0032
 1.2300	 1.0113	 0.0031
 1.2350	 1.0058	 0.0031
 1.2400	 1.0133	 0.0032
 1.2450	 1.0206	 0.0032
 1.2500	 1.0135	 0.0032
 1.2550	 1.0153	 0.0032
 1.2600	 1.0217	 0.0033
 1.2650	 1.0189	 0.0033
 1.2700	 1.0190	 0.0032
 1.2750	 1.0222	 0.0032
 1.2800	 1.0243	 0.0033
 1.2850	 1.0277	 0.0031
 1.2900	 1.0289	 0.0031
 1.2950	 1.0296	 0.0031
 1.3000	 1.0332	 0.0031
 1.3050	 1.0318	 0.0032
 1.3100	 1.0351	 0.0032
 1.3150	 1.0435	 0.0035
 1.3200	 1.0385	 0.0034
 1.3250	 1.0372	 0.0034
 1.3300	 1.0399	 0.0035
 1.3350	 1.0403	 0.0037
 1.3400	 1.0408	 0.0046
 1.3450	 1.0425	 0.0059
 1.3500	 1.0448	 0.0066
 1.3600	 1.0520	 0.0125
 1.3650	 1.0453	 0.0122
 1.3750	 1.0619	 0.0077
 1.3800	 1.0538	 0.0075
 1.3850	 1.0580	 0.0091
 1.3900	 1.0575	 0.0080
 1.3950	 1.0671	 0.0064
