0.4900 0.8864 0.0903
0.4905 0.8858 0.0915
0.4910 0.8903 0.0875
0.4915 0.9019 0.0763
0.4920 0.9097 0.0690
0.4925 0.9168 0.0625
0.4930 0.9150 0.0647
0.4935 0.9160 0.0642
0.4939 0.9069 0.0737
0.4944 0.9027 0.0784
0.4949 0.9115 0.0701
0.4954 0.9176 0.0645
0.4959 0.9159 0.0667
0.4964 0.9218 0.0612
0.4969 0.9324 0.0512
0.4974 0.9347 0.0494
0.4979 0.9359 0.0487
0.4984 0.9435 0.0415
0.4989 0.9448 0.0407
0.4994 0.9435 0.0425
0.4999 0.9451 0.0414
0.5004 0.9461 0.0408
0.5009 0.9400 0.0475
0.5014 0.9477 0.0402
0.5019 0.9486 0.0397
0.5024 0.9453 0.0435
0.5029 0.9519 0.0374
0.5034 0.9578 0.0320
0.5039 0.9507 0.0396
0.5044 0.9452 0.0454
0.5049 0.9470 0.0441
0.5054 0.9418 0.0497
0.5059 0.9420 0.0500
0.5064 0.9443 0.0481
0.5069 0.9511 0.0417
0.5073 0.9514 0.0418
0.5078 0.9526 0.0410
0.5083 0.9446 0.0494
0.5088 0.9370 0.0574
0.5093 0.9423 0.0525
0.5098 0.9500 0.0453
0.5103 0.9545 0.0411
0.5108 0.9595 0.0365
0.5113 0.9709 0.0255
0.5118 0.9733 0.0235
0.5123 0.9745 0.0226
0.5128 0.9751 0.0224
0.5133 0.9786 0.0192
0.5138 0.9729 0.0253
0.5143 0.9740 0.0245
0.5148 0.9750 0.0238
0.5153 0.9796 0.0196
0.5158 0.9879 0.0116
0.5163 0.9979 0.0018
0.5168 0.9958 0.0043
0.5173 0.9900 0.0104
0.5178 0.9833 0.0174
0.5183 0.9717 0.0293
0.5188 0.9634 0.0378
0.5193 0.9646 0.0369
0.5198 0.9688 0.0330
0.5202 0.9736 0.0283
0.5207 0.9800 0.0223
0.5212 0.9908 0.0117
0.5217 0.9938 0.0089
0.5222 0.9937 0.0092
0.5227 0.9892 0.0139
0.5232 0.9900 0.0134
0.5237 0.9848 0.0188
0.5242 0.9819 0.0220
0.5247 0.9834 0.0207
0.5252 0.9919 0.0124
0.5257 1.0003 0.0042
0.5262 1.0072 0.0025
0.5267 1.0092 0.0042
0.5272 1.0030 0.0021
0.5277 0.9925 0.0128
0.5282 0.9832 0.0223
0.5287 0.9778 0.0279
0.5292 0.9714 0.0345
0.5297 0.9674 0.0386
0.5302 0.9696 0.0366
0.5307 0.9713 0.0351
0.5312 0.9692 0.0374
0.5317 0.9719 0.0349
0.5322 0.9850 0.0219
0.5327 0.9909 0.0162
0.5332 0.9911 0.0161
0.5336 0.9913 0.0160
0.5341 0.9900 0.0175
0.5346 0.9831 0.0246
0.5351 0.9821 0.0257
0.5356 0.9824 0.0255
0.5361 0.9824 0.0257
0.5366 0.9858 0.0224
0.5371 0.9882 0.0201
0.5376 0.9810 0.0275
0.5381 0.9859 0.0227
0.5386 0.9945 0.0142
0.5391 0.9949 0.0139
0.5396 0.9972 0.0117
0.5401 1.0087 0.0014
0.5406 1.0049 0.0043
0.5411 1.0002 0.0092
0.5416 0.9978 0.0116
0.5421 0.9926 0.0169
0.5426 0.9874 0.0223
0.5431 0.9878 0.0220
0.5436 0.9847 0.0252
0.5441 0.9847 0.0253
0.5446 0.9913 0.0187
0.5451 0.9932 0.0170
0.5456 0.9902 0.0200
0.5461 0.9871 0.0233
0.5465 0.9853 0.0251
0.5470 0.9771 0.0334
0.5475 0.9772 0.0334
0.5480 0.9815 0.0292
0.5485 0.9877 0.0230
0.5490 0.9940 0.0168
0.5495 0.9991 0.0118
0.5500 1.0000 0.0110
0.5505 0.9976 0.0135
0.5510 0.9981 0.0130
0.5515 0.9943 0.0169
0.5520 0.9908 0.0205
0.5525 0.9858 0.0256
0.5530 0.9835 0.0279
0.5535 0.9826 0.0289
0.5540 0.9836 0.0279
0.5545 0.9870 0.0245
0.5550 0.9873 0.0244
0.5555 0.9912 0.0204
0.5560 0.9921 0.0196
0.5565 0.9887 0.0231
0.5570 0.9897 0.0221
0.5575 0.9975 0.0143
0.5580 0.9976 0.0143
0.5585 1.0001 0.0117
0.5590 1.0070 0.0048
0.5595 1.0019 0.0099
0.5599 0.9970 0.0149
0.5604 0.9987 0.0132
0.5609 0.9974 0.0146
0.5614 0.9935 0.0184
0.5619 1.0002 0.0117
0.5624 1.0017 0.0102
0.5629 1.0031 0.0087
0.5634 1.0063 0.0055
0.5639 1.0075 0.0043
0.5644 1.0077 0.0041
0.5649 1.0073 0.0044
0.5654 1.0063 0.0055
0.5659 1.0032 0.0085
0.5664 1.0026 0.0091
0.5669 1.0017 0.0099
0.5674 1.0060 0.0055
0.5679 1.0045 0.0070
0.5684 1.0070 0.0045
0.5689 1.0134 0.0019
0.5694 1.0148 0.0034
0.5699 1.0146 0.0033
0.5704 1.0164 0.0051
0.5709 1.0106 0.0017
0.5714 1.0033 0.0079
0.5719 1.0021 0.0090
0.5724 0.9968 0.0143
0.5728 0.9931 0.0179
0.5733 0.9971 0.0139
0.5738 0.9995 0.0114
0.5743 0.9984 0.0125
0.5748 0.9996 0.0112
0.5753 0.9987 0.0120
0.5758 0.9936 0.0170
0.5763 0.9922 0.0184
0.5768 0.9887 0.0218
0.5773 0.9857 0.0247
0.5778 0.9905 0.0199
0.5783 0.9941 0.0162
0.5788 0.9898 0.0204
0.5793 0.9919 0.0183
0.5798 0.9956 0.0145
0.5803 0.9936 0.0163
0.5808 0.9897 0.0202
0.5813 0.9940 0.0158
0.5818 0.9945 0.0153
0.5823 0.9897 0.0199
0.5828 0.9906 0.0190
0.5833 0.9950 0.0145
0.5838 0.9967 0.0127
0.5843 1.0031 0.0063
0.5848 1.0118 0.0025
0.5853 1.0150 0.0058
0.5858 1.0124 0.0033
0.5862 1.0114 0.0024
0.5867 1.0086 0.0013
0.5872 1.0105 0.0017
0.5877 1.0111 0.0023
0.5882 1.0159 0.0072
0.5887 1.0149 0.0063
0.5892 1.0053 0.0032
0.5897 0.9901 0.0183
0.5902 0.9781 0.0302
0.5907 0.9760 0.0322
0.5912 0.9718 0.0363
0.5917 0.9734 0.0346
0.5922 0.9812 0.0267
0.5927 0.9852 0.0227
0.5932 0.9790 0.0288
0.5937 0.9790 0.0286
0.5942 0.9860 0.0215
0.5947 0.9859 0.0216
0.5952 0.9813 0.0260
0.5957 0.9809 0.0263
0.5962 0.9835 0.0237
0.5967 0.9782 0.0289
0.5972 0.9770 0.0300
0.5977 0.9853 0.0216
0.5982 0.9915 0.0153
0.5987 0.9928 0.0139
0.5992 0.9929 0.0137
0.5996 0.9946 0.0120
0.6001 0.9966 0.0098
0.6006 0.9994 0.0070
0.6011 1.0074 0.0011
0.6016 1.0069 0.0018
0.6021 1.0055 0.0016
0.6026 0.9987 0.0073
0.6031 0.9937 0.0123
0.6036 0.9857 0.0202
0.6041 0.9898 0.0159
0.6046 0.9900 0.0157
0.6051 0.9949 0.0108
0.6056 0.9899 0.0157
0.6061 0.9887 0.0168
0.6066 0.9890 0.0164
0.6071 0.9907 0.0147
0.6076 0.9881 0.0172
0.6081 0.9951 0.0101
0.6086 1.0013 0.0039
0.6091 0.9980 0.0070
0.6096 0.9998 0.0052
0.6101 0.9954 0.0095
0.6106 0.9932 0.0117
0.6111 0.9894 0.0154
0.6116 0.9927 0.0120
0.6121 0.9928 0.0119
0.6125 1.0020 0.0027
0.6130 1.0067 0.0021
0.6135 1.0117 0.0071
0.6140 1.0143 0.0098
0.6145 1.0181 0.0136
0.6150 1.0150 0.0105
0.6155 1.0146 0.0101
0.6160 1.0131 0.0087
0.6165 1.0054 0.0020
0.6170 0.9972 0.0072
0.6175 0.9982 0.0061
0.6180 0.9930 0.0113
0.6185 0.9867 0.0176
0.6190 0.9905 0.0137
0.6195 0.9926 0.0116
0.6200 0.9931 0.0111
0.6205 0.9955 0.0087
0.6210 1.0033 0.0020
0.6215 1.0088 0.0046
0.6220 1.0136 0.0093
0.6225 1.0145 0.0103
0.6230 1.0148 0.0106
0.6235 1.0108 0.0066
