0.330 0.0300   .69 .10
0.340 0.0220   .60 .12
0.355 0.0300   .75 .09
0.400 0.0245   .82 .03
0.430 0.0260   .84 .03
0.470 0.0252   .91 .03
0.500 0.0258   .91 .03
0.540 0.0265   .92 .03
0.570 0.0270  1.03 .03
0.600 0.0285   .99 .05
0.635 0.0295   .99 .04
0.670 0.0245  1.00 .01
0.700 0.0255  1.02 .04
0.730 0.0265   .99 .04
0.765 0.0275   .94 .05
0.800 0.0285   .97 .04
0.830 0.0295   .97 .05
0.870 0.0240  1.02 .05
0.900 0.0250   .96 .08
0.930 0.0260  1.30 .12
0.970 0.0270   .86 .08
1.000 0.0280  1.00 .08
1.030 0.0290  1.27 .10
