0.400 0.0245   .85 .03
0.430 0.0260   .83 .04
0.470 0.0252   .96 .04
0.500 0.0258   .96 .06
0.540 0.0265  1.05 .04
0.570 0.0270   .98 .04
0.600 0.0285  1.06 .04
0.635 0.0295   .97 .10
0.670 0.0245  1.03 .04
0.700 0.0255  1.08 .07
0.730 0.0265  1.02 .04
0.765 0.0275  1.08 .03
0.800 0.0285  1.04 .06
