0.355 0.0300   .74 .13
0.400 0.0245   .83 .05
0.430 0.0260   .90 .03
0.470 0.0252   .91 .03
0.500 0.0258  1.00 .03
0.540 0.0265  1.01 .06
0.570 0.0270  1.00 .06
0.600 0.0285  1.01 .03
0.635 0.0295   .94 .06
0.670 0.0245   .97 .03
0.700 0.0255  1.09 .03
0.730 0.0265  1.06 .04
0.765 0.0275   .98 .05
0.800 0.0285  1.17 .08
0.830 0.0295  1.01 .08
