0.355 0.0300   .64 .05
0.400 0.0245   .85 .03
0.430 0.0260   .95 .03
0.470 0.0252   .89 .03
0.500 0.0258   .89 .05
0.540 0.0265   .95 .03
0.570 0.0270  1.03 .03
0.600 0.0285  1.02 .03
0.635 0.0295  1.03 .03
0.670 0.0245  1.08 .03
0.700 0.0255  1.12 .08
0.730 0.0265  1.07 .04
0.765 0.0275  1.16 .05
0.800 0.0285  1.15 .06
0.830 0.0295  1.03 .07
0.870 0.0240  1.04 .05
0.900 0.0250   .96 .05
0.930 0.0260   .97 .12
