0.330 0.0300   .95 .10
0.340 0.0220   .78 .13
0.400 0.0245   .97 .04
0.430 0.0260   .91 .03
0.470 0.0252   .99 .04
0.500 0.0258   .97 .04
0.540 0.0265  1.01 .04
0.570 0.0270  1.00 .04
0.600 0.0285   .99 .04
0.635 0.0295  1.01 .04
0.670 0.0245  1.01 .04
0.700 0.0255  1.02 .05
0.730 0.0265  1.04 .04
0.765 0.0275  1.10 .04
0.800 0.0285  1.10 .04
0.830 0.0295  1.05 .04
0.870 0.0240  1.01 .04
0.900 0.0250   .97 .04
0.930 0.0260   .92 .05
0.970 0.0270   .94 .05
1.000 0.0280  1.07 .05
1.030 0.0290   .96 .08
