0.400 0.0245   .47 .03
0.430 0.0260   .55 .03
0.470 0.0252   .73 .03
0.500 0.0258   .76 .03
0.540 0.0265   .88 .03
0.570 0.0270  1.03 .03
0.600 0.0285  1.05 .03
0.635 0.0295  1.19 .03
0.670 0.0245  1.23 .03
0.700 0.0255  1.29 .03
0.730 0.0265  1.29 .03
0.765 0.0275  1.28 .06
0.800 0.0285  1.26 .03
0.830 0.0295  1.29 .03
0.870 0.0240  1.25 .03
0.900 0.0250  1.24 .04
0.930 0.0260  1.32 .07
0.970 0.0270   .93 .09
1.000 0.0280  1.12 .09
1.030 0.0290  1.26 .11
