0.330 0.0300   .53 .20
0.340 0.0220   .75 .16
0.355 0.0300   .66 .12
0.400 0.0245   .70 .04
0.430 0.0260   .72 .04
0.470 0.0252   .90 .04
0.500 0.0258   .88 .04
0.540 0.0265   .96 .05
0.570 0.0270  1.02 .04
0.600 0.0285   .97 .04
0.635 0.0295  1.13 .03
0.670 0.0245  1.12 .02
0.700 0.0255  1.09 .04
0.730 0.0265  1.19 .05
0.765 0.0275  1.35 .11
0.800 0.0285  1.22 .08
0.830 0.0295  1.08 .07
0.870 0.0240  1.11 .06
0.900 0.0250  1.16 .04
0.930 0.0260  1.14 .10
0.970 0.0270  1.20 .07
1.000 0.0280  1.16 .07
1.030 0.0290  1.18 .15
