0.330 0.0300   .68 .09
0.340 0.0220   .78 .15
0.355 0.0300   .67 .10
0.400 0.0245   .82 .03
0.430 0.0260   .82 .03
0.470 0.0252   .96 .03
0.500 0.0258   .97 .03
0.540 0.0265  1.02 .03
0.570 0.0270  1.00 .03
0.600 0.0285  1.02 .03
0.635 0.0295   .99 .03
0.670 0.0245   .97 .08
0.700 0.0255   .96 .03
0.730 0.0265   .99 .03
0.765 0.0275   .92 .03
0.800 0.0285   .94 .03
0.830 0.0295   .95 .03
0.870 0.0240  1.01 .03
0.900 0.0250   .98 .04
0.930 0.0260  1.02 .05
0.970 0.0270   .94 .05
1.000 0.0280   .93 .05
1.030 0.0290   .99 .07
