0.330 0.0300   .22 .15
0.355 0.0300   .37 .23
0.400 0.0245   .60 .05
0.430 0.0260   .64 .06
0.470 0.0252   .80 .06
0.500 0.0258   .88 .03
0.540 0.0265   .97 .06
0.570 0.0270  1.05 .05
0.600 0.0285   .89 .04
0.635 0.0295  1.08 .03
0.670 0.0245  1.11 .05
0.700 0.0255  1.00    
0.730 0.0265  1.27 .06
0.765 0.0275  1.18 .03
0.800 0.0285  1.11 .09
0.830 0.0295  1.12 .14
0.870 0.0240  1.30 .12
0.900 0.0250   .98 .10
0.930 0.0260   .77 .13
0.970 0.0270  1.00 .09
