0.330 0.0300   .75 .08
0.360 0.0250   .93 .09
0.380 0.0250   .83 .05
0.400 0.0245   .92 .06
0.435 0.0250   .88 .05
0.470 0.0252   .90 .02
0.500 0.0258   .95 .03
0.540 0.0265  1.07 .04
0.570 0.0270   .98 .02
0.600 0.0285  1.02 .02
0.630 0.0250  1.02 .03
0.670 0.0245  1.07 .03
0.700 0.0255  1.04 .04
0.735 0.0250  1.12 .03
0.765 0.0275  1.15 .06
0.800 0.0285  1.04 .04
0.830 0.0295   .93 .04
0.875 0.0250   .90 .03
0.900 0.0250   .98 .04
0.930 0.0260   .87 .04
0.970 0.0270  1.05 .05
