0.330 0.0300   .93 .12
0.355 0.0300   .86 .05
0.400 0.0245   .93 .05
0.430 0.0260   .98 .03
0.470 0.0252   .90 .03
0.500 0.0258   .89 .03
0.540 0.0265   .99 .05
0.570 0.0270   .96 .03
0.600 0.0285  1.05 .03
0.635 0.0295  1.04 .03
0.670 0.0245  1.03 .03
0.700 0.0255  1.06 .04
0.730 0.0265  1.05 .03
0.765 0.0275  1.08 .05
0.800 0.0285  1.11 .09
0.830 0.0295  1.10 .03
0.870 0.0240  1.10 .03
0.900 0.0250  1.12 .03
0.930 0.0260  1.07 .06
0.970 0.0270  1.08 .03
1.000 0.0280  1.10 .07
1.030 0.0290  1.10 .03
