0.330 0.0300   .59 .12
0.355 0.0300   .71 .06
0.400 0.0245   .91 .03
0.430 0.0260   .97 .03
0.470 0.0252   .97 .05
0.500 0.0258   .95 .03
0.540 0.0265   .99 .07
0.570 0.0270  1.00 .03
0.600 0.0285  1.04 .05
0.635 0.0295   .96 .03
0.670 0.0245   .99 .03
0.700 0.0255  1.05 .06
0.730 0.0265   .97 .03
0.765 0.0275   .87 .05
0.800 0.0285   .98 .03
0.830 0.0295   .88 .09
