0.330 0.0300   .55 .24
0.355 0.0300   .38 .10
0.400 0.0245   .85 .05
0.430 0.0260  1.01 .03
0.470 0.0252  1.00 .07
0.500 0.0258   .98 .04
0.540 0.0265   .96 .09
0.570 0.0270  1.00 .08
0.600 0.0285  1.08 .06
0.635 0.0295  1.03 .08
0.670 0.0245  1.16 .04
0.700 0.0255  1.06 .01
0.730 0.0265  1.04 .06
0.765 0.0275  1.19 .12
0.800 0.0285  1.28 .15
0.830 0.0295  1.16 .14
0.900 0.0250   .87 .27
0.930 0.0260   .81 .30
0.970 0.0270  1.08 .35
