0.330 0.0300   .52 .03
0.355 0.0300   .67 .04
0.400 0.0245   .71 .03
0.430 0.0260   .79 .03
0.470 0.0252   .87 .03
0.500 0.0258   .96 .03
0.540 0.0265  1.00 .03
0.570 0.0270   .98 .03
0.600 0.0285  1.02 .03
0.635 0.0295  1.10 .03
0.670 0.0245  1.12 .03
0.700 0.0255  1.24 .08
0.730 0.0265  1.19 .04
0.765 0.0275  1.23 .05
0.800 0.0285  1.34 .03
0.830 0.0295  1.24 .03
0.870 0.0240  1.41 .06
0.900 0.0250  1.36 .06
0.930 0.0260  1.30 .04
0.970 0.0270  1.39 .03
