0.330 0.0300   .69 .07
0.355 0.0300   .83 .03
0.400 0.0245   .93 .03
0.430 0.0260   .93 .05
0.470 0.0252   .94 .03
0.500 0.0258   .89 .04
0.540 0.0265  1.03 .03
0.570 0.0270   .96 .04
0.600 0.0285  1.03 .06
0.635 0.0295  1.06 .03
0.670 0.0245   .97 .03
0.700 0.0255  1.05 .05
0.730 0.0265  1.03 .03
0.765 0.0275   .99 .06
0.800 0.0285  1.06 .04
0.830 0.0295  1.10 .08
0.870 0.0240  1.06 .04
0.900 0.0250  1.05 .04
0.930 0.0260  1.21 .14
0.970 0.0270   .97 .12
1.000 0.0280  1.02 .15
