0.355 0.0300   .74 .04
0.400 0.0245  1.04 .03
0.430 0.0260   .90 .05
0.470 0.0252   .91 .05
0.500 0.0258   .93 .09
0.540 0.0265  1.10 .12
0.570 0.0270   .95 .12
0.600 0.0285  1.02 .05
0.635 0.0295   .95 .12
0.670 0.0245   .95 .12
0.700 0.0255   .99 .13
0.730 0.0265  1.16    
0.765 0.0275   .85 .18
