0.330 0.0300   .45 .04
0.340 0.0220   .47 .08
0.355 0.0300   .50 .06
0.400 0.0245   .62 .03
0.430 0.0260   .67 .03
0.470 0.0252   .81 .03
0.500 0.0258   .90 .03
0.540 0.0265   .97 .03
0.570 0.0270  1.00 .03
0.600 0.0285  1.05 .03
0.635 0.0295  1.16 .03
0.670 0.0245  1.19 .03
0.700 0.0255  1.26 .03
0.730 0.0265  1.26 .04
0.765 0.0275  1.28 .04
0.800 0.0285  1.30 .06
0.830 0.0295  1.27 .05
0.870 0.0240  1.21 .05
0.900 0.0250  1.20 .05
0.930 0.0260  1.17 .05
0.970 0.0270  1.18 .04
1.000 0.0280  1.23 .04
1.030 0.0290  1.24 .05
