0.355 0.0300   .57 .07
0.400 0.0245   .87 .16
0.430 0.0260   .88 .06
0.470 0.0252   .87 .11
0.500 0.0258  1.17 .06
0.540 0.0265  1.01 .16
0.570 0.0270  1.00 .05
0.600 0.0285   .94 .08
0.635 0.0295  1.19 .09
0.670 0.0245  1.09 .04
0.700 0.0255  1.07 .06
0.730 0.0265   .85 .02
0.765 0.0275  1.05 .13
0.800 0.0285   .74 .05
0.830 0.0295   .57 .11
