0.355 0.0300   .72 .07
0.400 0.0245   .95 .07
0.430 0.0260  1.03 .06
0.470 0.0252  1.01 .07
0.500 0.0258   .94 .07
0.540 0.0265   .85 .07
0.570 0.0270  1.08 .07
0.600 0.0285   .99 .06
0.635 0.0295  1.06 .07
0.670 0.0245   .93 .09
0.700 0.0255   .92 .07
0.730 0.0265   .87 .07
0.765 0.0275  1.14 .18
0.800 0.0285   .96 .17
0.830 0.0295   .99 .07
0.870 0.0240   .89 .07
0.900 0.0250   .96 .08
0.930 0.0260   .94 .11
0.970 0.0270   .99 .07
1.000 0.0280  1.24 .09
1.030 0.0290  1.20 .07
