 1 7504 186427 16 Cyg B   6.20 G5 V     1 19 41 52.57 + 50 31 10.9
 2 6538 159222 SAO  66118 6.56 G5 V     3 17 32 01.90 + 34 16 12.3
 3 4030  89010 SAO  81260 5.90 G1.5IV-V 3 10 16 32.94 + 23 30 09.4
 4    0 120050 SAO 120107 9.23 G5III    0 13 46 57.94 + 06 01 39.2
 5   88   1835 SAO 147237 6.38 G3V      3 00 22 50.34 - 12 12 37.3
 6 5996 144585 SAO 159706 6.32 G5V      3 16 07 04.18 - 14 04 16.4
 7 5511 130109 109 Vir    3.72 A0V      0 14 46 15.32 + 01 53 35.6
