   44 B 1983-12-29 1.0520 1.0578 1.0396 1.0185 1.0170 1.0370 1.0676 1.0880 1.1071 1.1058 1.1299 1.1379 1.1361 1.1338 1.1476 1.1663 1.1431 1.1548 1.1607 1.1756 1.1836 1.1668 1.1723 1.1641 1.1404 1.1792 1.1959 1.1948 1.2317 1.2293 1.2217 1.2334 1.2228 1.2271 1.2327 1.2272 1.2204 1.1813 1.1905 1.1979 1.2283 1.2389 1.2484 1.2575 1.2682 1.2618 1.2712 1.2739 1.2751 1.2452 1.2204 1.2670
   44 B 1983-12-30 1.0484 1.0350 1.0242 1.0241 1.0209 1.0395 1.0333 1.0756 1.0925 1.1072 1.1121 1.1288 1.1392 1.1516 1.1449 1.1479 1.1366 1.1361 1.1462 1.1520 1.1741 1.1857 1.2148 1.2418 1.2377 1.2249 1.2236 1.2250 1.2273 1.2245 1.2141 1.2130 1.2247 1.2093 1.2316 1.2304 1.2116 1.1896 1.1854 1.2005 1.1945 1.2068 1.2224 1.2167 1.2045 1.2063 1.2104 1.2165 1.2039 1.2080 1.2098 1.1941
   46 B 1984-05-30 1.0439 1.1957 0.9897 1.0904 1.1083 1.0792 1.0369 1.0896 1.0738 1.0859 1.0474 1.0675 1.0913 1.0845 1.1254 1.1283 1.2072 1.1135 1.1034 1.1220 1.0789 1.1292 -.9999 -.9999 -.9999 1.1222 1.1037 1.1967 1.0908 1.1186 1.1042 1.1130 1.0890 1.0859 1.1091 1.0803 -.9999 -.9999 -.9999 1.0922 1.1326 1.1208 1.1267 1.1976 1.1340 1.1833 1.2189 1.1506 1.0956 -.9999 -.9999 -.9999
   57 B 1983-12-31 1.2054 1.1696 1.1104 1.0764 1.0936 1.1172 1.1357 1.1806 1.2117 -.9999 1.2467 1.2528 1.2695 1.2656 1.2635 1.2676 1.2688 1.2755 1.2816 1.2890 1.2758 1.3127 1.2947 1.3244 1.3205 1.2542 1.2926 1.3088 1.2934 1.3412 1.2639 1.3094 1.3217 1.2871 1.2770 1.2808 1.2503 1.2341 -.9999 -.9999 1.2158 1.2345 1.2320 1.2493 1.2866 1.2674 1.2661 1.2810 1.2747 1.2574 1.2920 -.9999
   59 B 9999-99-99 1.0820 1.0471 1.0907 1.0389 0.9811 1.0249 0.9964 1.0668 1.0108 1.0435 1.0685 1.0669 1.0706 1.0177 1.0307 1.0169 1.0153 0.9917 -.9999 1.0349 1.0436 1.0198 0.9783 0.9939 -.9999 0.9980 1.0547 1.0607 1.0613 1.0708 1.0986 1.1335 1.0782 1.0723 1.1046 1.1333 1.1223 1.1043 -.9999 -.9999 1.1467 1.1828 1.1630 1.1705 1.1936 1.2242 1.2119 1.2596 1.2267 1.2239 -.9999 -.9999
   63 B 1985-12-23 1.2583 1.2246 1.2237 1.2058 1.2102 1.2058 1.1931 1.2059 1.2295 1.2449 1.2429 1.2903 1.3114 1.3369 1.3763 1.4178 1.4374 1.4521 1.4724 1.4745 1.5077 1.5440 1.5834 1.5992 -.9999 1.6326 1.6673 1.6848 1.6956 1.6890 1.7144 1.7027 1.6797 1.7141 1.7118 1.7085 1.7013 1.6760 1.6626 1.6407 1.6367 1.6782 1.6910 1.7276 1.7563 1.7781 1.7986 1.7794 1.8197 1.8313 1.8705 -.9999
   64 B 1983-12-29 1.0849 1.0648 1.1360 1.0943 1.1202 1.1445 1.1136 1.1270 1.1472 1.1594 1.1408 1.1729 1.1581 1.1443 1.1765 1.1621 1.1548 1.1605 1.1540 1.1444 1.1095 1.1538 1.0758 1.0289 1.0797 1.1162 1.1350 1.1195 1.1004 1.1321 1.1382 1.1256 1.1164 1.1241 1.1195 1.1220 1.1259 1.1074 1.0980 1.0889 1.1151 1.1304 1.1424 1.1392 1.1187 1.1375 1.1423 1.1313 1.1249 -.9999 -.9999 -.9999
   65 B 1984-09-20 0.9772 0.9762 1.0477 0.9578 1.0439 1.0327 1.0760 1.0649 1.0747 1.0710 1.0758 1.0683 1.1200 1.0673 1.1261 1.1430 1.0753 1.1018 1.0854 1.1646 1.1352 1.2262 1.1092 1.2310 1.2444 1.2195 1.2127 1.2355 1.2110 1.2108 1.2738 1.2251 1.1765 1.2523 1.2641 1.2491 1.2423 1.2482 1.2715 1.3274 1.2856 1.2882 1.3236 1.3294 1.2406 1.3135 1.3344 1.3140 1.2953 -.9999 -.9999 -.9999
   65 B 1984-09-21 -.9999 1.0594 -.9999 1.0277 1.0563 1.0666 1.0476 1.0276 1.0387 1.0685 1.0841 1.0822 1.0815 1.1265 1.1195 1.0731 1.0743 1.1191 1.0656 1.1050 1.1137 1.0421 1.0659 1.1349 1.1638 1.2031 1.1246 1.1940 1.1939 1.2063 1.2243 1.1875 1.1605 1.2090 1.2333 1.2033 1.2307 1.2007 1.1713 1.2467 1.2092 1.2346 1.2467 1.3191 1.3255 1.2850 1.3158 1.2908 1.2384 1.1824 1.3787 1.1826
   67 B 1985-05-03 1.1585 1.1376 1.0851 1.0837 1.0807 1.0821 1.1154 1.1630 1.1780 1.1912 1.2188 1.2460 1.2741 1.2826 1.2734 1.2827 1.2961 1.2861 1.3245 1.3302 1.3199 -.9999 1.3693 1.3955 1.3900 1.4101 1.3698 1.3698 1.3786 1.3753 -.9999 1.3682 1.3869 1.3688 1.3549 1.3305 1.3101 1.2880 1.2818 1.2813 1.2689 1.2871 1.2959 1.3194 1.3456 1.3503 1.3421 1.3404 1.3732 1.3594 -.9999 -.9999
   68 B 1983-11-07 1.1308 1.1169 1.1161 1.1012 1.0832 -.9999 1.0809 -.9999 1.0866 1.0796 1.0937 1.1103 1.1207 1.1610 1.1716 1.1828 1.1986 1.2136 1.2362 1.2452 1.2691 1.2557 1.2659 1.3227 1.3357 1.3462 1.3574 1.3859 1.3786 1.3951 1.4122 1.4187 -.9999 1.3981 1.4002 1.3949 1.3990 1.3747 1.3443 1.3391 1.3604 1.3592 1.3687 1.3662 1.3948 1.3878 1.4013 1.4037 1.3878 1.3744 1.3587 1.3245
   69 B 1983-12-28 1.1583 1.1731 1.1483 1.1534 1.1426 1.1556 1.1735 1.1691 1.1908 1.1815 1.1811 1.1889 1.1847 1.1889 1.1815 1.1741 1.1876 1.1752 1.1634 1.1469 1.1485 1.1333 -.9999 1.1271 1.1273 1.1268 1.1159 1.1140 1.1246 1.1322 1.1297 1.1203 1.1239 1.1157 1.1190 -.9999 1.1273 1.1216 1.1248 1.1391 1.1490 1.1599 1.1663 1.1673 1.1739 1.1799 1.1871 1.1884 1.1917 1.2009 1.2108 -.9999
   76 B 1983-06-11 1.0297 1.0860 1.1162 1.0616 1.0722 1.0559 1.1427 1.1457 1.0864 1.1044 1.1160 1.1390 1.1409 1.1677 1.1505 1.1612 1.1224 1.1321 1.1561 1.1689 1.2131 1.1989 1.2053 1.2258 -.9999 -.9999 -.9999 -.9999 1.2856 1.3043 1.2618 1.2673 1.3114 1.3134 1.3041 -.9999 -.9999 1.2928 -.9999 1.3327 1.3439 1.3500 1.3600 -.9999 -.9999 -.9999 1.3709 1.4343 1.4109 1.4274 1.4152 1.4296
