0.8289 2.5 -0.9999 -9999
0.8533 2.5 -0.9999 -9999
0.8776 2.5  1.1488   349
0.9021 2.5  1.1528   377
0.9265 2.5  1.1193   188
0.9510 2.5  1.1074   289
0.9755 2.5  1.0708   163
1.0001 2.5  1.0371   135
1.0247 2.5  1.0132   129
1.0493 2.5  1.0001   160
1.0740 2.5  1.0040   162
1.0987 2.5  1.0514   100
1.1234 2.5  1.0778   123
1.1482 2.5  1.1433   144
1.1730 2.5  1.1628   123
1.1978 2.5  1.2152   148
1.2227 2.5  1.2061    73
1.2476 2.5  1.2580   226
1.2726 2.5  1.2542   159
1.2976 2.5  1.2987   102
1.3226 2.5  1.3695   270
1.3476 2.5  1.4446   211
1.3727 2.5  1.4995   119
1.3978 2.5 -0.9999 -9999
1.4230 2.5 -0.9999 -9999
1.4482 2.5 -0.9999 -9999
1.4734 2.5  1.7114   138
1.4910 5.0 -0.9999 -9999
1.4987 2.5  1.8005   107
1.5240 2.5  1.8613   135
1.5490 2.5  1.9392    73
1.5520 5.0  1.9271    40
1.5747 2.5  1.9544   176
1.6001 2.5 -0.9999 -9999
1.6150 5.0  1.9432    40
1.6750 5.0  1.9691    84
1.7350 5.0  1.9916    55
1.7950 5.0  1.9811    99
1.8530 5.0  1.9593    60
1.9130 5.0  1.9196   229
1.9700 5.0  1.8857    63
2.0280 5.0  1.8920   355
2.0840 5.0  1.8973   132
2.1400 5.0  1.9285    68
2.1960 5.0  1.9132    94
2.2520 5.0  1.9042    45
2.3060 5.0  1.9474   194
2.3610 5.0  1.9389   265
2.4140 5.0  1.9339    17
2.4660 5.0 -0.9999 -9999
2.5190 5.0 -0.9999 -9999
2.5700 5.0 -0.9999 -9999
