0.8289 2.5  1.0520    15
0.8533 2.5  1.0578    75
0.8776 2.5  1.0396   119
0.9021 2.5  1.0185    70
0.9265 2.5  1.0170    35
0.9510 2.5  1.0370   193
0.9755 2.5  1.0676   238
1.0001 2.5  1.0880   252
1.0247 2.5  1.1071   148
1.0493 2.5  1.1058   131
1.0740 2.5  1.1299    26
1.0987 2.5  1.1379    30
1.1234 2.5  1.1361    63
1.1482 2.5  1.1338    58
1.1730 2.5  1.1476    65
1.1978 2.5  1.1663   119
1.2227 2.5  1.1431    23
1.2476 2.5  1.1548    68
1.2726 2.5  1.1607   100
1.2976 2.5  1.1756    21
1.3226 2.5  1.1836    51
1.3476 2.5  1.1668    63
1.3727 2.5  1.1723   401
1.3978 2.5  1.1641    54
1.4230 2.5  1.1404    22
1.4482 2.5  1.1792   201
1.4734 2.5  1.1959   304
1.4910 5.0  1.2228    10
1.4987 2.5  1.1948    45
1.5240 2.5  1.2317    19
1.5490 2.5  1.2293    63
1.5520 5.0  1.2271     2
1.5747 2.5  1.2217    44
1.6001 2.5  1.2334    46
1.6150 5.0  1.2327     7
1.6750 5.0  1.2272   100
1.7350 5.0  1.2204    48
1.7950 5.0  1.1813   214
1.8530 5.0  1.1905   209
1.9130 5.0  1.1979   102
1.9700 5.0  1.2283    36
2.0280 5.0  1.2389    14
2.0840 5.0  1.2484   108
2.1400 5.0  1.2575    87
2.1960 5.0  1.2682    43
2.2520 5.0  1.2618   167
2.3060 5.0  1.2712   265
2.3610 5.0  1.2739   245
2.4140 5.0  1.2751    92
2.4660 5.0  1.2452   190
2.5190 5.0  1.2204   488
2.5700 5.0  1.2670   490
