0.8289 2.5  1.0814   138
0.8533 2.5  1.0731   171
0.8776 2.5  1.0671    99
0.9021 2.5  1.0519   171
0.9265 2.5  1.0610   190
0.9510 2.5  1.0570   155
0.9755 2.5  1.0757   100
1.0001 2.5  1.0989   102
1.0247 2.5  1.0676   170
1.0493 2.5  1.0859   149
1.0740 2.5  1.1040   110
1.0987 2.5  1.1155   110
1.1234 2.5  1.1146   392
1.1482 2.5  1.1670    98
1.1730 2.5  1.1133   747
1.1978 2.5  1.1646   130
1.2227 2.5  1.1902   150
1.2476 2.5  1.2110   170
1.2726 2.5  1.2109   155
1.2976 2.5  1.2407   180
1.3226 2.5  1.2410   293
1.3476 2.5  1.2365   168
1.3727 2.5  1.2599   125
1.3978 2.5  1.3010   250
1.4230 2.5  1.2621   177
1.4482 2.5  1.2924   219
1.4734 2.5  1.3308    97
1.4910 5.0  1.3380   121
1.4987 2.5  1.3110   115
1.5240 2.5  1.3137   124
1.5490 2.5  1.3267    94
1.5520 5.0  1.3174   268
1.5747 2.5  1.3578   158
1.6001 2.5  1.3407   112
1.6150 5.0  1.3346    53
1.6750 5.0  1.3122   133
1.7350 5.0  1.2945    17
1.7950 5.0  1.2816    41
1.8530 5.0  1.2642    33
1.9130 5.0  1.2584    80
1.9700 5.0  1.2637   140
2.0280 5.0  1.2790    54
2.0840 5.0  1.3187    45
2.1400 5.0  1.3178   175
2.1960 5.0  1.3380    61
2.2520 5.0  1.3199    71
2.3060 5.0  1.3247   101
2.3610 5.0  1.3384   284
2.4140 5.0  1.3635   258
2.4660 5.0  1.3522   273
2.5190 5.0  1.3746    33
2.5700 5.0  1.4700   111
