0.8289 2.5  1.1032 -9999
0.8533 2.5  1.1030 -9999
0.8776 2.5  1.0886 -9999
0.9021 2.5  1.0571 -9999
0.9265 2.5  1.0470 -9999
0.9510 2.5  1.0335 -9999
0.9755 2.5  1.0180 -9999
1.0001 2.5  1.0165 -9999
1.0247 2.5  1.0159 -9999
1.0493 2.5  1.0406 -9999
1.0740 2.5  1.0401 -9999
1.0987 2.5  1.0508 -9999
1.1234 2.5  1.0815 -9999
1.1482 2.5  1.1035 -9999
1.1730 2.5  1.1149 -9999
1.1978 2.5  1.1394 -9999
1.2227 2.5  1.1490 -9999
1.2476 2.5  1.1381 -9999
1.2726 2.5  1.1473 -9999
1.2976 2.5  1.1757 -9999
1.3226 2.5  1.1915 -9999
1.3476 2.5  1.2228 -9999
1.3727 2.5  1.2143 -9999
1.3978 2.5  1.2202 -9999
1.4230 2.5  1.2060 -9999
1.4482 2.5  1.2248 -9999
1.4734 2.5  1.2576 -9999
1.4910 5.0  1.3203 -9999
1.4987 2.5  1.2752 -9999
1.5240 2.5  1.2983 -9999
1.5490 2.5  1.2791 -9999
1.5520 5.0  1.2971 -9999
1.5747 2.5  1.2749 -9999
1.6001 2.5  1.2915 -9999
1.6150 5.0  1.3091 -9999
1.6750 5.0  1.3050 -9999
1.7350 5.0  1.3125 -9999
1.7950 5.0  1.2860 -9999
1.8530 5.0  1.2743 -9999
1.9130 5.0  1.2775 -9999
1.9700 5.0  1.2946 -9999
2.0280 5.0  1.2847 -9999
2.0840 5.0  1.2964 -9999
2.1400 5.0  1.3294 -9999
2.1960 5.0  1.3432 -9999
2.2520 5.0  1.3579 -9999
2.3060 5.0  1.3736 -9999
2.3610 5.0  1.3914 -9999
2.4140 5.0  1.3949 -9999
2.4660 5.0  1.4050 -9999
2.5190 5.0  1.4178 -9999
2.5700 5.0  1.4174 -9999
