0.8289 2.5  1.0000   109
0.8533 2.5  1.0100   104
0.8776 2.5  0.9840   168
0.9021 2.5  0.9969   189
0.9265 2.5  1.0009    28
0.9510 2.5  1.0053    93
0.9755 2.5  1.0156    74
1.0001 2.5  0.9995    42
1.0247 2.5  1.0194    66
1.0493 2.5  1.0262    36
1.0740 2.5  1.0108    94
1.0987 2.5  1.0181    80
1.1234 2.5  1.0298    49
1.1482 2.5  1.0136    75
1.1730 2.5  1.0163   108
1.1978 2.5  1.0217    88
1.2227 2.5  1.0213    62
1.2476 2.5  1.0428   110
1.2726 2.5  1.0436    74
1.2976 2.5  1.0379    40
1.3226 2.5  1.0354    31
1.3476 2.5  1.0475    71
1.3727 2.5  1.0488   229
1.3978 2.5  1.0553   233
1.4230 2.5  1.0627   170
1.4482 2.5  1.0637    81
1.4734 2.5  1.0683    32
1.4910 5.0  1.0696    37
1.4987 2.5  1.0743    58
1.5240 2.5  1.0848    19
1.5490 2.5  1.0891    18
1.5520 5.0  1.0844    47
1.5747 2.5  1.1003    44
1.6001 2.5  1.1018    32
1.6150 5.0  1.1004    46
1.6750 5.0  1.0981    93
1.7350 5.0  1.1078    35
1.7950 5.0  1.1181    61
1.8530 5.0  1.1138   262
1.9130 5.0  1.1316   153
1.9700 5.0  1.1422    97
2.0280 5.0  1.1594    70
2.0840 5.0  1.1769    35
2.1400 5.0  1.1882    75
2.1960 5.0  1.2050    75
2.2520 5.0  1.2081    72
2.3060 5.0  1.2045   111
2.3610 5.0  1.2190   117
2.4140 5.0  1.2254   102
2.4660 5.0  1.2283    91
2.5190 5.0  1.2186   173
2.5700 5.0  1.2436   266
