0.8289 2.5  1.2011    52
0.8533 2.5  1.2130    37
0.8776 2.5  1.1866    43
0.9021 2.5  1.2051    47
0.9265 2.5  1.2161    51
0.9510 2.5  1.2329    41
0.9755 2.5  1.2590    51
1.0001 2.5  1.2736    47
1.0247 2.5  1.2818    57
1.0493 2.5  1.2998    40
1.0740 2.5  1.2991    35
1.0987 2.5  1.3298    24
1.1234 2.5  1.3368    37
1.1482 2.5  1.3444    23
1.1730 2.5  1.3367    23
1.1978 2.5  1.3549    26
1.2227 2.5  1.3542    30
1.2476 2.5  1.3599    14
1.2726 2.5  1.3537    42
1.2976 2.5  1.3458    45
1.3226 2.5  1.3591    38
1.3476 2.5  1.3723     5
1.3727 2.5  1.3796    25
1.3978 2.5  1.4082    44
1.4230 2.5  1.3969    16
1.4482 2.5  1.3998    55
1.4734 2.5  1.3984    21
1.4910 5.0  1.3956   131
1.4987 2.5  1.3873    15
1.5240 2.5  1.3880    18
1.5490 2.5  1.3906    23
1.5520 5.0  1.3797   116
1.5747 2.5  1.3833    12
1.6001 2.5  1.3900    20
1.6150 5.0  1.3744   106
1.6750 5.0  1.3665    71
1.7350 5.0  1.3535    62
1.7950 5.0  1.3397    58
1.8530 5.0  1.3417   113
1.9130 5.0  1.3444   136
1.9700 5.0  1.3322   101
2.0280 5.0  1.3309    88
2.0840 5.0  1.3372    72
2.1400 5.0  1.3376    47
2.1960 5.0  1.3403    35
2.2520 5.0  1.3341    34
2.3060 5.0  1.3274    14
2.3610 5.0  1.3273    23
2.4140 5.0  1.3342    59
2.4660 5.0  1.3353    48
2.5190 5.0  1.3384    36
2.5700 5.0  1.3318    82
