0.8289 2.5  1.2662 -9999
0.8533 2.5  1.1977 -9999
0.8776 2.5  1.2324 -9999
0.9021 2.5  1.2066 -9999
0.9265 2.5  1.1658 -9999
0.9510 2.5  1.1526 -9999
0.9755 2.5  1.1332 -9999
1.0001 2.5  1.0912 -9999
1.0247 2.5  1.0748 -9999
1.0493 2.5  1.0389 -9999
1.0740 2.5  1.0632 -9999
1.0987 2.5  1.1187 -9999
1.1234 2.5  1.1459 -9999
1.1482 2.5  1.1979 -9999
1.1730 2.5  1.2060 -9999
1.1978 2.5  1.2164 -9999
1.2227 2.5  1.2408 -9999
1.2476 2.5  1.2718 -9999
1.2726 2.5  1.3057 -9999
1.2976 2.5  1.3136 -9999
1.3226 2.5  1.3327 -9999
1.3476 2.5  1.3778 -9999
1.3727 2.5  1.3983 -9999
1.3978 2.5  1.4863 -9999
1.4230 2.5  1.4671 -9999
1.4482 2.5  1.5131 -9999
1.4734 2.5  1.5745 -9999
1.4910 5.0  1.6231 -9999
1.4987 2.5  1.5640 -9999
1.5240 2.5  1.6004 -9999
1.5490 2.5  1.6533 -9999
1.5520 5.0  1.6246 -9999
1.5747 2.5  1.6470 -9999
1.6001 2.5  1.6985 -9999
1.6150 5.0  1.6567 -9999
1.6750 5.0  1.6683 -9999
1.7350 5.0  1.6532 -9999
1.7950 5.0  1.6506 -9999
1.8530 5.0  1.6258 -9999
1.9130 5.0  1.6559 -9999
1.9700 5.0  1.6523 -9999
2.0280 5.0  1.6489 -9999
2.0840 5.0  1.6524 -9999
2.1400 5.0  1.6633 -9999
2.1960 5.0  1.6958 -9999
2.2520 5.0  1.6998 -9999
2.3060 5.0  1.6934 -9999
2.3610 5.0  1.7006 -9999
2.4140 5.0  1.6868 -9999
2.4660 5.0  1.6697 -9999
2.5190 5.0  1.7450 -9999
2.5700 5.0  1.6045 -9999
