0.435	0.9357	0.0255	1
0.438	0.8986	0.0223	1
0.440	0.9005	0.0208	1
0.443	0.9021	0.0189	1
0.445	0.9046	0.0171	1
0.448	0.9412	0.0167	1
0.450	0.9469	0.0154	1
0.453	0.9690	0.0143	1
0.455	0.9586	0.0133	1
0.458	0.9600	0.0126	1
0.460	0.9615	0.0117	1
0.463	0.9544	0.0109	1
0.465	0.9635	0.0104	1
0.468	0.9589	0.0098	1
0.470	0.9506	0.0092	1
0.473	0.9498	0.0088	1
0.475	0.9545	0.0084	1
0.478	0.9576	0.0080	1
0.480	0.9649	0.0076	1
0.483	0.9781	0.0074	1
0.485	0.9786	0.0070	1
0.488	0.9820	0.0067	1
0.490	0.9685	0.0064	1
0.493	0.9394	0.0062	1
0.495	0.9896	0.0064	1
0.498	1.0035	0.0061	1
0.500	0.9796	0.0056	1
0.503	0.9878	0.0055	1
0.505	0.9753	0.0052	1
0.508	0.9663	0.0050	1
0.510	0.9723	0.0049	1
0.513	0.9821	0.0048	1
0.515	0.9846	0.0046	1
0.518	0.9782	0.0045	1
0.520	0.9803	0.0044	1
0.530	1.0017	0.0041	1
0.533	0.9981	0.0039	1
0.535	0.9894	0.0038	1
0.538	1.0007	0.0037	1
0.540	1.0149	0.0037	1
0.543	1.0057	0.0036	1
0.545	1.0142	0.0035	1
0.548	0.9998	0.0034	1
0.550	1.0000	0.0034	1
0.553	1.0079	0.0033	1
0.555	1.0080	0.0032	1
0.558	1.0055	0.0032	1
0.560	1.0058	0.0031	1
0.563	1.0067	0.0030	1
0.565	1.0045	0.0030	1
0.568	1.0005	0.0029	1
0.570	1.0104	0.0029	1
0.573	1.0097	0.0029	1
0.575	1.0052	0.0028	1
0.578	1.0090	0.0028	1
0.580	1.0161	0.0028	1
0.583	1.0175	0.0027	1
0.585	1.0138	0.0027	1
0.588	1.0151	0.0026	1
0.590	1.0233	0.0026	1
0.593	1.0159	0.0026	1
0.595	1.0073	0.0025	1
0.598	1.0055	0.0025	1
0.600	1.0207	0.0025	1
0.603	1.0166	0.0025	1
0.605	1.0135	0.0024	1
0.608	1.0101	0.0024	1
0.610	1.0164	0.0024	1
0.613	1.0155	0.0024	1
0.615	1.0124	0.0023	1
0.618	1.0088	0.0023	1
0.620	1.0057	0.0023	1
0.623	1.0078	0.0023	1
0.625	1.0172	0.0023	1
0.628	1.0067	0.0022	1
0.630	1.0072	0.0022	1
0.633	1.0111	0.0022	1
0.635	1.0087	0.0022	1
0.638	1.0118	0.0022	1
0.640	1.0097	0.0022	1
0.643	1.0125	0.0022	1
0.645	1.0044	0.0022	1
0.648	1.0074	0.0022	1
0.650	1.0110	0.0022	1
0.653	1.0029	0.0021	1
0.655	1.0111	0.0021	1
0.658	1.0024	0.0021	1
0.660	1.0041	0.0022	1
0.665	1.0170	0.0021	1
0.668	1.0102	0.0021	1
0.670	1.0144	0.0021	1
0.673	1.0084	0.0021	1
0.675	1.0049	0.0020	1
0.678	1.0131	0.0021	1
0.680	1.0133	0.0020	1
0.683	1.0084	0.0020	1
0.685	1.0065	0.0020	1
0.688	0.9822	0.0020	1
0.690	0.9852	0.0021	1
0.693	1.0253	0.0022	1
0.695	1.0199	0.0021	1
0.698	1.0046	0.0021	1
0.700	0.9993	0.0020	1
0.703	0.9981	0.0021	1
0.705	1.0034	0.0021	1
0.708	1.0017	0.0021	1
0.710	1.0043	0.0021	1
0.713	1.0042	0.0021	1
0.715	0.9991	0.0021	1
0.718	0.9784	0.0021	1
0.720	0.9883	0.0022	1
0.723	1.0054	0.0022	1
0.725	0.9861	0.0021	1
0.728	0.9937	0.0022	1
0.730	0.9977	0.0022	1
0.733	1.0037	0.0022	1
0.735	1.0063	0.0022	1
0.738	1.0013	0.0022	1
0.740	0.9963	0.0022	1
0.743	1.0011	0.0022	1
0.745	1.0049	0.0022	1
0.748	1.0057	0.0022	1
0.750	1.0049	0.0022	1
0.753	1.0102	0.0023	1
0.755	1.0042	0.0023	1
0.770	1.0283	0.0024	1
0.773	1.0090	0.0023	1
0.775	1.0130	0.0024	1
0.778	1.0214	0.0024	1
0.780	1.0079	0.0337	4
0.780	1.0081	0.0024	1
0.783	1.0160	0.0024	1
0.785	1.0013	0.0309	4
0.785	1.0068	0.0024	1
0.788	1.0132	0.0024	1
0.790	1.0047	0.0303	4
0.790	1.0156	0.0025	1
0.793	1.0058	0.0025	1
0.795	1.0167	0.0302	4
0.795	1.0278	0.0026	1
0.798	1.0146	0.0025	1
0.800	1.0058	0.0025	1
0.800	1.0199	0.0314	4
0.803	1.0176	0.0026	1
0.805	1.0064	0.0026	1
0.805	1.0202	0.0322	4
0.808	1.0162	0.0026	1
0.810	1.0092	0.0026	1
0.810	1.0163	0.0325	4
0.813	1.0039	0.0027	1
0.815	0.9873	0.0027	1
0.815	1.0199	0.0350	4
0.818	1.0037	0.0028	1
0.820	1.0069	0.0028	1
0.820	1.0244	0.0359	4
0.823	1.0022	0.0028	1
0.825	1.0224	0.0029	1
0.825	1.0265	0.0321	4
0.828	1.0166	0.0029	1
0.830	1.0021	0.0029	1
0.830	1.0230	0.0292	4
0.833	1.0108	0.0030	1
0.835	1.0175	0.0030	1
0.835	1.0281	0.0315	4
0.838	1.0077	0.0030	1
0.840	1.0209	0.0403	2
0.840	1.0366	0.0031	1
0.843	1.0134	0.0031	1
0.845	1.0183	0.0378	3
0.845	1.0332	0.0032	1
0.848	1.0157	0.0031	1
0.850	1.0188	0.0032	1
0.850	1.0248	0.0346	4
0.853	1.0083	0.0032	1
0.855	1.0003	0.0033	1
0.855	1.0247	0.0324	4
0.858	1.0539	0.0035	1
0.860	1.0192	0.0034	1
0.860	1.0224	0.0312	4
0.863	1.0124	0.0034	1
0.865	1.0182	0.0333	4
0.865	1.0237	0.0035	1
0.868	1.0169	0.0036	1
0.870	1.0214	0.0307	4
0.870	1.0307	0.0037	1
0.873	1.0246	0.0037	1
0.875	1.0174	0.0319	4
0.875	1.0225	0.0038	1
0.878	1.0352	0.0039	1
0.880	1.0172	0.0038	1
0.880	1.0187	0.0340	4
0.883	1.0299	0.0040	1
0.885	1.0248	0.0315	4
0.885	1.0284	0.0040	1
0.888	1.0288	0.0041	1
0.890	1.0213	0.0307	4
0.890	1.0365	0.0042	1
0.893	1.0278	0.0042	1
0.895	1.0272	0.0044	1
0.895	1.0294	0.0387	3
0.898	1.0001	0.0044	1
